,settlement_date,settlement_period,wind_mw_value,dadf_mw_value,residual_mw_value,bsuos
0,02/01/2015,1,6805.0,27544.0,12635,7.80743
1,02/01/2015,2,6817.26446947799,27639.0,12548,7.91851
2,02/01/2015,3,6825.0,27391.0,12462,7.72728
3,02/01/2015,4,6828.756047815117,26770.0,11802,7.86584
4,02/01/2015,5,6829.0,26076.0,11143,8.02621
5,02/01/2015,6,6825.225484499053,26017.0,10876,8.05487
6,02/01/2015,7,6810.0,25523.0,10609,7.87489
7,02/01/2015,8,6810.952709400138,25191.0,10326,7.94981
8,02/01/2015,9,6815.0,24962.0,10043,7.80409
9,02/01/2015,10,6818.179515147267,24988.0,9564,8.02673
10,02/01/2015,11,6820.0,24009.0,9085,7.99934
11,02/01/2015,12,6806.985959860321,24642.0,10503,7.38238
12,02/01/2015,13,6782.0,26808.0,11922,8.39414
13,02/01/2015,14,6746.279778309086,28700.0,14033,8.82242
14,02/01/2015,15,6673.0,30922.0,16145,9.23719
15,02/01/2015,16,6637.631826149865,32575.0,17890,8.00274
16,02/01/2015,17,6498.0,34237.0,19635,6.93507
17,02/01/2015,18,6486.181219372477,35400.0,20849,4.59068
18,02/01/2015,19,6318.0,36486.0,22064,3.53816
19,02/01/2015,20,6347.456013917485,37113.0,22588,3.68683
20,02/01/2015,21,6394.0,37610.0,23112,3.26322
21,02/01/2015,22,6423.749888824589,37360.0,22888,2.75871
22,02/01/2015,23,6446.0,37214.0,22664,2.49017
23,02/01/2015,24,6438.105151462654,37282.0,22728,2.35078
24,02/01/2015,25,6433.0,37329.0,22792,2.17061
25,02/01/2015,26,6360.705962527856,37356.0,22970,1.84576
26,02/01/2015,27,6358.0,37610.0,23148,1.64026
27,02/01/2015,28,6289.697921008093,37666.0,23312,1.55053
28,02/01/2015,29,6224.0,37804.0,23476,1.986
29,02/01/2015,30,6099.016796214432,37662.0,23852,1.70996
30,02/01/2015,31,6071.0,38403.0,24228,1.40078
31,02/01/2015,32,6016.685660833503,39561.0,26051,1.36088
32,02/01/2015,33,5853.0,41831.0,27874,2.01662
33,02/01/2015,34,5826.158714002727,44722.0,30223,4.938
34,02/01/2015,35,5593.0,46270.0,32573,4.10803
35,02/01/2015,36,5180.20470726745,46243.0,32498,3.11088
36,02/01/2015,37,5128.0,45655.0,32423,2.43513
37,02/01/2015,38,5134.78925343303,44934.0,31391,2.22462
38,02/01/2015,39,5317.0,43780.0,30359,2.20229
39,02/01/2015,40,5498.931135058394,42427.0,28897,1.84324
40,02/01/2015,41,5504.0,41044.0,27436,1.78678
41,02/01/2015,42,5523.361755816087,39650.0,25891,2.68121
42,02/01/2015,43,5531.0,37982.0,24347,2.79517
43,02/01/2015,44,5502.640267524026,36018.0,22562,2.25881
44,02/01/2015,45,5464.0,34346.0,20778,3.1933
45,02/01/2015,46,5409.611678754923,32869.0,19203,3.32698
46,02/01/2015,47,5302.0,31034.0,17628,4.2394
47,02/01/2015,48,5190.134975523962,29730.0,17465,4.8052
48,03/01/2015,1,5037.0,30444.0,17303,4.88657
49,03/01/2015,2,4900.912909186133,30452.0,17250,4.81324
50,03/01/2015,3,4729.0,30031.0,17198,4.58266
51,03/01/2015,4,4656.711431463926,29234.0,16580,4.69178
52,03/01/2015,5,4416.0,28483.0,15963,4.13231
53,03/01/2015,6,4318.353712805134,28262.0,15767,3.71521
54,03/01/2015,7,4116.0,27791.0,15571,3.52219
55,03/01/2015,8,3983.389145222215,27372.0,15281,3.5161
56,03/01/2015,9,3822.0,26917.0,14991,4.26378
57,03/01/2015,10,3732.519512866355,26807.0,14436,3.5264
58,03/01/2015,11,3521.0,25507.0,13882,4.20636
59,03/01/2015,12,3238.476570335513,25964.0,14902,3.6743
60,03/01/2015,13,3207.0,27233.0,15922,2.40742
61,03/01/2015,14,2968.149568938612,28194.0,17193,2.2723
62,03/01/2015,15,2833.0,29402.0,18465,1.52689
63,03/01/2015,16,2634.174308473016,30539.0,20129,1.42829
64,03/01/2015,17,2435.0,32332.0,21793,1.30056
65,03/01/2015,18,2137.7249453496133,34117.0,23892,1.69708
66,03/01/2015,19,2117.0,36212.0,25991,1.65446
67,03/01/2015,20,2080.7374217523447,37468.0,27330,1.5787
68,03/01/2015,21,1887.0,38660.0,28669,1.37318
69,03/01/2015,22,1803.2989159124836,39056.0,29120,1.47806
70,03/01/2015,23,1794.0,39470.0,29572,1.2899
71,03/01/2015,24,1844.6107730187268,39449.0,29487,1.45015
72,03/01/2015,25,1880.0,39387.0,29403,1.77282
73,03/01/2015,26,1984.919760232959,39467.0,29278,1.70124
74,03/01/2015,27,2096.0,39354.0,29154,1.64129
75,03/01/2015,28,2226.5927620117,39277.0,28971,1.43128
76,03/01/2015,29,2396.0,39288.0,28788,1.15873
77,03/01/2015,30,2585.1701213782135,39200.0,28685,0.93604
78,03/01/2015,31,2753.0,39440.0,28583,0.55645
79,03/01/2015,32,3087.0047637720895,40130.0,29632,0.73899
80,03/01/2015,33,3130.0,41915.0,30681,0.92731
81,03/01/2015,34,3340.04711371138,44104.0,32202,1.22246
82,03/01/2015,35,3473.0,45300.0,33723,1.27977
83,03/01/2015,36,3487.649649219519,45199.0,33326,1.49364
84,03/01/2015,37,3724.0,44758.0,32930,1.70825
85,03/01/2015,38,3814.5488508941753,43540.0,31722,1.39566
86,03/01/2015,39,3844.0,42463.0,30515,1.89809
87,03/01/2015,40,3844.61315907503,41025.0,29173,1.83455
88,03/01/2015,41,3847.0,39783.0,27832,1.81443
89,03/01/2015,42,3804.220435998719,38450.0,26493,1.77995
90,03/01/2015,43,3750.0,37009.0,25155,1.40247
91,03/01/2015,44,3502.2440064021375,35618.0,24346,0.93931
92,03/01/2015,45,2542.0,34184.0,23538,1.0308
93,03/01/2015,46,2348.863664660287,33132.0,22345,1.16561
94,03/01/2015,47,2311.0,31567.0,21152,1.30196
95,03/01/2015,48,2260.4612657328325,30470.0,21549,1.48351
96,04/01/2015,1,2147.0,32157.0,21946,2.17635
97,04/01/2015,2,2073.7560757580213,32048.0,21734,2.14018
98,04/01/2015,3,2066.0,31652.0,21522,2.34116
99,04/01/2015,4,2038.9480368415439,30780.0,20732,2.08386
100,04/01/2015,5,2025.0,30032.0,19943,1.84969
101,04/01/2015,6,1966.7098381924873,29807.0,19588,2.07517
102,04/01/2015,7,1961.0,29258.0,19233,1.83712
103,04/01/2015,8,1840.18068955956,28515.0,18745,1.71314
104,04/01/2015,9,1820.0,28141.0,18257,2.14851
105,04/01/2015,10,1737.263507000077,27925.0,17436,1.95681
106,04/01/2015,11,1650.0,26330.0,16616,1.79778
107,04/01/2015,12,1552.6986014711433,26536.0,17137,1.88842
108,04/01/2015,13,1503.0,27226.0,17659,1.43766
109,04/01/2015,14,1423.1146294916166,27585.0,18286,1.55744
110,04/01/2015,15,1397.0,28374.0,18913,1.36865
111,04/01/2015,16,1380.719165090772,28950.0,19676,1.09578
112,04/01/2015,17,1322.0,29826.0,20440,1.46118
113,04/01/2015,18,1298.1834384230965,31363.0,22337,1.28494
114,04/01/2015,19,1264.0,33562.0,24234,1.23052
115,04/01/2015,20,1246.0654109540012,35322.0,26065,1.16185
116,04/01/2015,21,1219.0,37180.0,27897,1.20012
117,04/01/2015,22,1215.770142075604,37854.0,28547,1.28698
118,04/01/2015,23,1209.0,38471.0,29198,1.33563
119,04/01/2015,24,1230.2770203235946,38971.0,29685,1.24575
120,04/01/2015,25,1237.0,39474.0,30173,1.53193
121,04/01/2015,26,1243.331180459115,39560.0,30359,1.37362
122,04/01/2015,27,1276.0,39886.0,30546,1.15903
123,04/01/2015,28,1283.9027613009148,39830.0,30583,0.81994
124,04/01/2015,29,1315.0,39999.0,30620,0.92967
125,04/01/2015,30,1327.4455140736695,39983.0,30851,1.25556
126,04/01/2015,31,1358.0,40505.0,31083,1.40593
127,04/01/2015,32,1378.2396263542805,41683.0,32751,1.33394
128,04/01/2015,33,1414.0,43897.0,34419,1.60436
129,04/01/2015,34,1479.0726439189266,46049.0,35953,2.09554
130,04/01/2015,35,1499.0,47050.0,37487,1.99783
131,04/01/2015,36,1615.9156846002134,46837.0,37005,1.84549
132,04/01/2015,37,1618.0,46206.0,36524,1.70375
133,04/01/2015,38,1772.5794988140533,45020.0,35312,1.62586
134,04/01/2015,39,1779.0,43944.0,34101,1.88103
135,04/01/2015,40,1887.127479091464,42573.0,32913,2.02582
136,04/01/2015,41,1976.0,41766.0,31726,1.65377
137,04/01/2015,42,2177.9739006376094,40140.0,30003,1.71135
138,04/01/2015,43,2199.0,38544.0,28281,1.98809
139,04/01/2015,44,2327.0021808621796,36539.0,26374,1.65191
140,04/01/2015,45,2555.0,35086.0,24467,1.91355
141,04/01/2015,46,2658.241364109123,33357.0,22386,2.08938
142,04/01/2015,47,2719.0,31088.0,20305,2.11347
143,04/01/2015,48,2854.956977848902,29840.0,20151,2.18497
144,05/01/2015,1,2886.0,31017.0,19998,2.60103
145,05/01/2015,2,2890.102992643307,31005.0,19854,2.70344
146,05/01/2015,3,3015.0,30859.0,19711,2.68342
147,05/01/2015,4,3016.7063777921617,30209.0,19016,2.36975
148,05/01/2015,5,3105.0,29560.0,18322,2.19844
149,05/01/2015,6,3132.684472316755,29538.0,17962,2.22192
150,05/01/2015,7,3162.0,28897.0,17602,2.68534
151,05/01/2015,8,3165.7608879541704,28444.0,17250,2.25995
152,05/01/2015,9,3191.0,28223.0,16899,2.58882
153,05/01/2015,10,3193.543195976282,28191.0,16801,2.65204
154,05/01/2015,11,3197.0,28033.0,16703,2.99569
155,05/01/2015,12,3191.5461025797986,29240.0,18987,3.23079
156,05/01/2015,13,3190.0,32595.0,21272,2.82133
157,05/01/2015,14,3180.7045715935064,36014.0,24950,2.38208
158,05/01/2015,15,3166.0,39928.0,28629,1.63246
159,05/01/2015,16,3121.2890822516024,42058.0,30325,1.31606
160,05/01/2015,17,3120.0,43274.0,32021,1.20524
161,05/01/2015,18,3088.2336773187635,43583.0,32589,1.41811
162,05/01/2015,19,3050.0,44340.0,33157,1.61231
163,05/01/2015,20,2979.2214367528168,44571.0,33327,1.69569
164,05/01/2015,21,2960.0,44590.0,33497,1.60152
165,05/01/2015,22,2956.0287609893862,44887.0,33834,1.38725
166,05/01/2015,23,2877.0,45181.0,34171,1.16871
167,05/01/2015,24,2860.43061211559,45474.0,34372,0.9977
168,05/01/2015,25,2813.0,45520.0,34574,1.16858
169,05/01/2015,26,2804.1178986514865,45502.0,34592,1.27958
170,05/01/2015,27,2769.0,45513.0,34611,1.17527
171,05/01/2015,28,2752.6486238399048,45501.0,34747,1.06307
172,05/01/2015,29,2740.0,45757.0,34884,1.07845
173,05/01/2015,30,2729.009473017181,45440.0,34767,1.08649
174,05/01/2015,31,2726.0,45509.0,34650,1.08624
175,05/01/2015,32,2730.2957862882417,46326.0,36099,1.08752
176,05/01/2015,33,2732.0,48414.0,37549,1.32012
177,05/01/2015,34,2732.878069315214,50699.0,38918,1.4263
178,05/01/2015,35,2760.0,51180.0,40287,1.33265
179,05/01/2015,36,2786.934630702735,50957.0,39808,1.16544
180,05/01/2015,37,2811.0,50273.0,39329,1.49785
181,05/01/2015,38,2879.451587161112,49418.0,38285,1.2025
182,05/01/2015,39,2884.0,48259.0,37242,1.19224
183,05/01/2015,40,2888.4006292136587,46783.0,35782,1.0987
184,05/01/2015,41,2977.0,45433.0,34323,1.41378
185,05/01/2015,42,3009.1462131767503,43870.0,32528,1.14052
186,05/01/2015,43,3081.0,41947.0,30733,0.88901
187,05/01/2015,44,2972.9876414075675,39660.0,28548,1.19851
188,05/01/2015,45,2951.0,37447.0,26363,1.23128
189,05/01/2015,46,2958.9141525599007,35314.0,24092,1.49885
190,05/01/2015,47,3058.0,33012.0,21821,1.23817
191,05/01/2015,48,3132.749835962726,31520.0,21251,1.29804
192,06/01/2015,1,3202.0,32152.0,20682,1.8901
193,06/01/2015,2,3236.102556792951,32249.0,20516,1.56621
194,06/01/2015,3,3379.0,31997.0,20350,1.77661
195,06/01/2015,4,3458.4821689106816,31331.0,19631,1.42836
196,06/01/2015,5,3560.0,30741.0,18913,1.38114
197,06/01/2015,6,3603.859974415069,30593.0,18568,1.47876
198,06/01/2015,7,3688.0,30179.0,18223,1.52337
199,06/01/2015,8,3714.245349199493,29635.0,17763,1.44637
200,06/01/2015,9,3716.0,29287.0,17303,1.45288
201,06/01/2015,10,3706.2633879906516,29250.0,16799,1.4799
202,06/01/2015,11,3687.0,28250.0,16295,1.84213
203,06/01/2015,12,3672.250346527973,29411.0,18407,1.84417
204,06/01/2015,13,3666.0,32453.0,20519,2.03243
205,06/01/2015,14,3674.0246165149133,35916.0,24325,1.40759
206,06/01/2015,15,3703.0,40103.0,28132,1.50907
207,06/01/2015,16,3739.098541241736,42602.0,29741,1.67745
208,06/01/2015,17,3755.0,43373.0,31350,0.85688
209,06/01/2015,18,3750.3958168165273,43265.0,31580,0.39281
210,06/01/2015,19,3746.0,43825.0,31811,0.84377
211,06/01/2015,20,3709.9486243351366,44200.0,32056,0.82128
212,06/01/2015,21,3640.0,44210.0,32302,1.06122
213,06/01/2015,22,3538.500903325117,44741.0,32632,1.19663
214,06/01/2015,23,3493.0,44724.0,32963,1.03665
215,06/01/2015,24,3394.639612918604,44691.0,33034,0.90966
216,06/01/2015,25,3387.0,44760.0,33105,0.80272
217,06/01/2015,26,3369.56478735627,44676.0,33093,0.74578
218,06/01/2015,27,3360.0,44709.0,33081,0.87299
219,06/01/2015,28,3367.3800161000727,44797.0,33166,0.63537
220,06/01/2015,29,3368.0,44888.0,33252,0.53696
221,06/01/2015,30,3370.1560643254834,44650.0,33146,0.60492
222,06/01/2015,31,3378.0,44686.0,33040,0.70388
223,06/01/2015,32,3379.622000500275,45756.0,34768,0.58122
224,06/01/2015,33,3380.0,48144.0,36496,0.52941
225,06/01/2015,34,3378.0549779162,50783.0,38165,0.98426
226,06/01/2015,35,3377.0,51480.0,39835,0.95288
227,06/01/2015,36,3368.806624535414,51222.0,39458,1.03144
228,06/01/2015,37,3360.0,50710.0,39082,0.96697
229,06/01/2015,38,3349.0812345770364,49881.0,38128,0.996
230,06/01/2015,39,3309.0,48752.0,37175,1.15329
231,06/01/2015,40,3207.00851960279,47354.0,35938,1.58477
232,06/01/2015,41,3203.0,46172.0,34701,1.74178
233,06/01/2015,42,3200.5289726287488,44410.0,32976,0.90618
234,06/01/2015,43,3051.0,42571.0,31252,0.72826
235,06/01/2015,44,2618.7704726099428,40242.0,29409,0.94467
236,06/01/2015,45,2524.0,38358.0,27566,0.99131
237,06/01/2015,46,2577.8465881784714,36427.0,25310,0.80492
238,06/01/2015,47,2632.0,33954.0,23054,1.48999
239,06/01/2015,48,2742.0158513786,32530.0,22511,1.18427
240,07/01/2015,1,2775.0,32644.0,21968,1.78865
241,07/01/2015,2,2822.1405544062163,32720.0,21768,2.31235
242,07/01/2015,3,2931.0,32400.0,21568,2.3934
243,07/01/2015,4,3020.451234091581,31603.0,20768,2.72173
244,07/01/2015,5,3123.0,30993.0,19969,3.16371
245,07/01/2015,6,3333.5262599229372,30854.0,19336,3.3668
246,07/01/2015,7,3351.0,29956.0,18704,4.43615
247,07/01/2015,8,3526.710540422167,29444.0,18075,4.11191
248,07/01/2015,9,3626.0,28973.0,17446,4.9932
249,07/01/2015,10,3817.087774576312,28892.0,17035,4.90372
250,07/01/2015,11,3969.0,28494.0,16624,5.4511
251,07/01/2015,12,4349.501679963471,29540.0,18601,6.50359
252,07/01/2015,13,4363.0,32843.0,20579,6.00745
253,07/01/2015,14,4393.3137060659155,36411.0,24316,6.10005
254,07/01/2015,15,4790.0,40744.0,28053,4.38108
255,07/01/2015,16,4967.9772865754185,43281.0,29550,4.15677
256,07/01/2015,17,5191.0,44140.0,31048,3.67041
257,07/01/2015,18,5533.597155752436,43771.0,30932,3.20727
258,07/01/2015,19,5537.0,44254.0,30816,3.5127
259,07/01/2015,20,5748.565275311461,44370.0,30713,3.68308
260,07/01/2015,21,5793.0,44304.0,30610,3.73421
261,07/01/2015,22,5903.1671435608105,44308.0,30603,3.72338
262,07/01/2015,23,5969.0,44466.0,30596,4.22353
263,07/01/2015,24,5969.970109798585,44543.0,30738,3.7056
264,07/01/2015,25,6083.0,44864.0,30880,3.75105
265,07/01/2015,26,6116.524720392394,45050.0,30792,3.4566
266,07/01/2015,27,6168.0,44774.0,30705,3.41518
267,07/01/2015,28,5878.037327631699,44716.0,30967,3.04823
268,07/01/2015,29,5749.0,44880.0,31230,2.77455
269,07/01/2015,30,5756.87376791758,44716.0,31129,2.6793
270,07/01/2015,31,5781.0,44710.0,31028,2.31922
271,07/01/2015,32,5781.7852714379105,46006.0,32771,2.4775
272,07/01/2015,33,5788.0,48203.0,34514,3.01178
273,07/01/2015,34,5983.7204321171685,49765.0,35158,2.67253
274,07/01/2015,35,6257.0,49960.0,35802,2.7407
275,07/01/2015,36,6240.290613863288,49714.0,35532,2.59496
276,07/01/2015,37,6228.0,49392.0,35263,2.72991
277,07/01/2015,38,6201.402313402774,48656.0,34345,2.75579
278,07/01/2015,39,6192.0,47520.0,33427,2.88123
279,07/01/2015,40,6156.8929794399955,46028.0,31921,2.57584
280,07/01/2015,41,6156.0,44472.0,30415,2.35694
281,07/01/2015,42,6141.7165345971025,42830.0,28594,2.09118
282,07/01/2015,43,6115.0,40789.0,26773,2.56917
283,07/01/2015,44,5704.144229170452,38498.0,24758,2.71022
284,07/01/2015,45,5669.0,36313.0,22743,3.18835
285,07/01/2015,46,5669.86791120058,34535.0,20676,3.97397
286,07/01/2015,47,5675.0,32185.0,18609,4.55258
287,07/01/2015,48,5681.804781799067,30920.0,18099,4.59801
288,08/01/2015,1,5714.0,31321.0,17590,5.143
289,08/01/2015,2,5708.044746105062,31733.0,17637,5.2099
290,08/01/2015,3,5703.0,31405.0,17685,5.39439
291,08/01/2015,4,5645.528214504027,30643.0,17043,5.26767
292,08/01/2015,5,5620.0,30038.0,16401,5.32018
293,08/01/2015,6,5530.5724009754385,29885.0,15972,5.33242
294,08/01/2015,7,5471.0,29031.0,15543,5.48779
295,08/01/2015,8,5294.385147998366,28522.0,15148,5.95949
296,08/01/2015,9,5274.0,28044.0,14753,5.7241
297,08/01/2015,10,5212.340858871813,27957.0,14637,5.56691
298,08/01/2015,11,5056.0,27594.0,14521,5.80587
299,08/01/2015,12,4916.030139661054,28681.0,16733,5.08637
300,08/01/2015,13,4839.0,31801.0,18945,3.95785
301,08/01/2015,14,4763.08633280377,35195.0,22699,3.31646
302,08/01/2015,15,4653.0,39124.0,26454,3.98419
303,08/01/2015,16,4638.884039131462,41599.0,28233,3.7271
304,08/01/2015,17,4531.0,42560.0,30012,4.24068
305,08/01/2015,18,4511.948341684589,42347.0,30259,3.74207
306,08/01/2015,19,4498.0,43021.0,30506,3.92438
307,08/01/2015,20,4528.7702765887225,43202.0,30644,4.79412
308,08/01/2015,21,4540.0,43340.0,30783,5.07176
309,08/01/2015,22,4559.00602443881,43671.0,30935,4.56528
310,08/01/2015,23,4595.0,43700.0,31088,4.01128
311,08/01/2015,24,4595.125884264772,43652.0,31054,3.5648
312,08/01/2015,25,4652.0,43690.0,31021,3.14264
313,08/01/2015,26,4714.743274045839,43585.0,30909,2.60769
314,08/01/2015,27,4726.0,43541.0,30798,2.65943
315,08/01/2015,28,4738.33202662222,43490.0,30770,2.32202
316,08/01/2015,29,4809.0,43568.0,30742,2.30678
317,08/01/2015,30,4815.742163071085,43514.0,30745,2.31062
318,08/01/2015,31,4882.0,43648.0,30749,2.15878
319,08/01/2015,32,4899.874590545072,44464.0,32030,1.79259
320,08/01/2015,33,4929.0,46258.0,33312,1.71562
321,08/01/2015,34,4933.09459069625,49075.0,35212,2.215
322,08/01/2015,35,4941.0,50070.0,37112,2.14335
323,08/01/2015,36,4936.539233764814,49857.0,36811,2.09114
324,08/01/2015,37,4932.0,49459.0,36510,2.25184
325,08/01/2015,38,4949.058558267821,48799.0,35573,1.97791
326,08/01/2015,39,4963.0,47617.0,34637,2.01514
327,08/01/2015,40,4969.656205876663,46077.0,33134,2.34564
328,08/01/2015,41,5038.0,44686.0,31631,2.68364
329,08/01/2015,42,5134.952573930318,42660.0,29457,3.01626
330,08/01/2015,43,5149.0,40450.0,27284,3.5509
331,08/01/2015,44,5814.006169890248,38027.0,24542,4.41962
332,08/01/2015,45,6152.0,35970.0,21801,5.20972
333,08/01/2015,46,6169.244363145251,33990.0,19560,4.8786
334,08/01/2015,47,6425.0,31761.0,17319,5.67835
335,08/01/2015,48,5698.75034595942,30300.0,17458,5.09566
336,09/01/2015,1,5688.0,31112.0,17597,4.54676
337,09/01/2015,2,5885.916170320315,31343.0,17404,4.53891
338,09/01/2015,3,5929.0,30968.0,17212,4.34823
339,09/01/2015,4,6065.360859415186,30000.0,16336,3.88004
340,09/01/2015,5,6066.0,29353.0,15460,3.71128
341,09/01/2015,6,6054.089815382348,28869.0,14902,3.5561
342,09/01/2015,7,6010.0,28181.0,14344,3.89096
343,09/01/2015,8,6533.213362196929,27534.0,13561,3.65883
344,09/01/2015,9,6567.0,27172.0,12778,3.81903
345,09/01/2015,10,6589.486557289198,26939.0,12403,3.95178
346,09/01/2015,11,6610.0,26465.0,12028,3.5481
347,09/01/2015,12,6659.220720359917,27398.0,13917,4.21645
348,09/01/2015,13,6666.0,30299.0,15806,4.21069
349,09/01/2015,14,6689.919178046254,33549.0,19434,4.11208
350,09/01/2015,15,6853.0,37742.0,23062,2.49912
351,09/01/2015,16,6826.62712094858,39922.0,24573,2.23119
352,09/01/2015,17,6785.0,40697.0,26085,2.14397
353,09/01/2015,18,6751.663581651953,40705.0,26411,2.0982
354,09/01/2015,19,6666.0,41231.0,26738,2.15464
355,09/01/2015,20,6589.165324258154,41541.0,27022,1.96899
356,09/01/2015,21,6537.0,41670.0,27306,1.89887
357,09/01/2015,22,6491.339758536966,41807.0,27710,1.84677
358,09/01/2015,23,6142.0,42083.0,28114,1.9365
359,09/01/2015,24,5983.875394328794,42071.0,28364,1.7312
360,09/01/2015,25,5738.0,42180.0,28615,2.30241
361,09/01/2015,26,5536.0884289780315,41977.0,28602,2.1613
362,09/01/2015,27,5464.0,41880.0,28589,2.10899
363,09/01/2015,28,5342.263983743265,41933.0,28768,2.38215
364,09/01/2015,29,5271.0,42045.0,28947,2.65772
365,09/01/2015,30,5161.56180276369,41898.0,28944,2.31818
366,09/01/2015,31,5148.0,41916.0,28941,2.17634
367,09/01/2015,32,5145.8198818085075,42838.0,30285,2.19862
368,09/01/2015,33,5131.0,44588.0,31630,4.34959
369,09/01/2015,34,5191.078565692789,46770.0,33053,3.80841
370,09/01/2015,35,5217.0,47520.0,34476,3.87792
371,09/01/2015,36,5380.404669735986,46921.0,33712,3.02875
372,09/01/2015,37,5389.0,46164.0,32948,2.53415
373,09/01/2015,38,5472.875886154796,44874.0,31445,2.44637
374,09/01/2015,39,5582.0,43351.0,29942,2.63523
375,09/01/2015,40,5787.703037930797,41739.0,28203,2.15661
376,09/01/2015,41,5890.0,40182.0,26465,2.2838
377,09/01/2015,42,6179.569791164782,38580.0,24618,2.41387
378,09/01/2015,43,6224.0,36822.0,22771,2.81551
379,09/01/2015,44,6916.439814269113,34834.0,20382,3.13507
380,09/01/2015,45,7377.0,33198.0,17994,3.31175
381,09/01/2015,46,7332.3942699004365,31774.0,16426,3.28034
382,09/01/2015,47,7259.0,29945.0,14859,3.48568
383,09/01/2015,48,7210.422516830962,28770.0,14750,3.61647
384,10/01/2015,1,7051.0,29459.0,14642,5.02665
385,10/01/2015,2,6731.516473271422,29414.0,14967,5.86546
386,10/01/2015,3,5908.0,28966.0,15292,5.63057
387,10/01/2015,4,5864.720328267582,28000.0,14756,5.35373
388,10/01/2015,5,5479.0,27466.0,14221,5.14578
389,10/01/2015,6,5190.170631849234,27236.0,13941,5.0068
390,10/01/2015,7,5178.0,26605.0,13661,4.58031
391,10/01/2015,8,5086.074099239377,25718.0,12963,4.19995
392,10/01/2015,9,5050.0,25082.0,12266,3.87132
393,10/01/2015,10,5032.6647777751,24835.0,11679,3.80273
394,10/01/2015,11,5012.0,23870.0,11092,4.28222
395,10/01/2015,12,5013.5236774990435,24313.0,11801,4.79224
396,10/01/2015,13,5192.0,25468.0,12510,4.22054
397,10/01/2015,14,5189.886634874922,26534.0,13830,4.1598
398,10/01/2015,15,5127.0,28044.0,15151,3.71504
399,10/01/2015,16,5609.761935099967,29409.0,16153,3.54962
400,10/01/2015,17,6201.0,31123.0,17156,2.97515
401,10/01/2015,18,6261.619903047109,32842.0,18644,2.95575
402,10/01/2015,19,6470.0,34369.0,20133,3.07618
403,10/01/2015,20,6516.696448558203,35268.0,20863,2.77313
404,10/01/2015,21,6680.0,36040.0,21594,2.73342
405,10/01/2015,22,6603.208345244387,36313.0,22033,2.40949
406,10/01/2015,23,6132.0,36370.0,22472,2.43836
407,10/01/2015,24,6137.297424982321,36344.0,22249,2.41401
408,10/01/2015,25,6465.0,36258.0,22027,2.20118
409,10/01/2015,26,7044.23908037004,36148.0,21515,2.10868
410,10/01/2015,27,7098.0,35868.0,21004,2.23738
411,10/01/2015,28,7089.316315983879,35790.0,20982,2.14488
412,10/01/2015,29,7085.0,35811.0,20960,2.0591
413,10/01/2015,30,7067.1118350913675,35851.0,21104,2.03764
414,10/01/2015,31,7047.0,36061.0,21248,2.0972
415,10/01/2015,32,7018.100647448584,36644.0,22460,2.54115
416,10/01/2015,33,6976.0,38415.0,23673,3.03048
417,10/01/2015,34,6956.3514344115465,41863.0,26401,2.95938
418,10/01/2015,35,6813.0,43709.0,29130,3.21006
419,10/01/2015,36,6765.167388634094,44150.0,29172,3.08098
420,10/01/2015,37,6601.0,43581.0,29214,3.09789
421,10/01/2015,38,6537.167650833182,42620.0,28242,3.05191
422,10/01/2015,39,6434.0,41471.0,27271,2.92227
423,10/01/2015,40,6353.089648414465,39825.0,25751,2.60731
424,10/01/2015,41,6344.0,38341.0,24231,2.55604
425,10/01/2015,42,6342.640890616288,37160.0,22964,2.76951
426,10/01/2015,43,6328.0,35792.0,21698,2.85963
427,10/01/2015,44,6239.519248755161,34301.0,20288,2.84211
428,10/01/2015,45,6210.0,32855.0,18879,2.81154
429,10/01/2015,46,6209.079233059302,31817.0,17592,2.88665
430,10/01/2015,47,6209.0,30280.0,16305,3.81738
431,10/01/2015,48,6210.818595639693,29190.0,16219,4.11061
432,11/01/2015,1,6253.0,30229.0,16133,4.63723
433,11/01/2015,2,6297.5350359328,30030.0,15676,4.886
434,11/01/2015,3,6335.0,29397.0,15219,5.40216
435,11/01/2015,4,6406.98875722394,28497.0,14368,5.42493
436,11/01/2015,5,6440.0,27800.0,13517,5.15707
437,11/01/2015,6,6544.7521694352,27620.0,13090,5.44291
438,11/01/2015,7,6552.0,27059.0,12664,5.48228
439,11/01/2015,8,6589.633789394908,26433.0,12008,5.33046
440,11/01/2015,9,6642.0,25837.0,11352,5.44615
441,11/01/2015,10,6675.83537891054,25467.0,10334,5.60305
442,11/01/2015,11,6686.0,23846.0,9317,5.58049
443,11/01/2015,12,6684.587737278208,24041.0,9828,5.5243
444,11/01/2015,13,6679.0,24861.0,10339,4.5714
445,11/01/2015,14,6628.353261447802,25469.0,11139,4.81405
446,11/01/2015,15,6625.0,26408.0,11940,4.72904
447,11/01/2015,16,6575.5100244487685,27131.0,13003,4.84622
448,11/01/2015,17,6540.0,28450.0,14067,4.52403
449,11/01/2015,18,6446.860669753246,30175.0,15871,3.93345
450,11/01/2015,19,6446.0,31964.0,17675,3.34518
451,11/01/2015,20,6414.164612213983,33409.0,18991,3.19192
452,11/01/2015,21,6369.0,34520.0,20308,2.73564
453,11/01/2015,22,6339.339082284639,35398.0,21128,2.57176
454,11/01/2015,23,6318.0,36109.0,21948,2.44773
